region,location,name,population,pop_active_duty,pop_active_duty_fam,pop_civilian,pop_contract,pop_retired,pop_retired_fam,pop_resrv_ntgrd
OCONUS,Japan,Commander Fleet Activities Sasebo,"<div class=""section-text""><ul>
<li>7,500 CFAS Population</li>
  <li>3,100 Active Duty Members</li>
  <li>2,200 Family Members</li>
  <li>1,600 Japanese Employees</li>
  <li>500 DoD Civilians</li>
</ul></div> <br/> <div class=""section-text"">
<p>269,000 in Sasebo</p>
</div>",3100,2200,500,NA,NA,NA,NA
OCONUS,Japan,Commander Fleet Activities Yokosuka,"<div class=""section-text"">
<p>The base has a population of 24,500 military and civilian personnel.<br><br><strong>Area Population:</strong> 423,576 in Yokosuka, Japan.</p>
</div>",NA,NA,24500,NA,NA,NA,NA
OCONUS,Japan,Kadena AB,"<div class=""section-text"">
<p>The U.S. population in Okinawa approaches 80,000. Nearly 30,000 are active-duty military people from all four branches of the armed forces. There are nearly 1,400 DoD civilians, 700 DoD Dependents Schools (DoDDS) teachers and staff, and almost 25,000 U.S. family members that form our military community here. There are 13 major installations on Okinawa. Kadena itself is sprawled across some 4,900 acres with an adjoining munitions area of 6,300 acres.</p>
</div>",30000,25700,1400,NA,NA,NA,NA
OCONUS,Japan,Marine Corps Air Station Iwakuni,"<div class=""section-text"">
<p>As of 2018, the city of Iwakuni averages a population of 132,219. MCAS Iwakuni houses around 13,000 personnel.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Japan,Misawa AB,"<div class=""section-text"">
<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width: 406px;"" width=""0""><tbody><tr><td style=""width: 66px; height: 31px;"">
      <p> </p>
</td></tr></tbody></table>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Japan,Naval Air Facility Atsugi,"<div class=""section-text"">
<ul>
<li>3,022 military members</li>
  <li>455 DOD Civilians</li>
  <li>2,648 Dependents</li>
  <li>1,210 Japanese MLC/IHA</li>
  <li>2,000 JMSDF</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>229,199 in Atsugi</p>
</div>",3022,2648,455,NA,NA,NA,NA
OCONUS,Japan,"USAG Japan, Zama",<div />,NA,NA,NA,NA,NA,NA,NA
OCONUS,Japan,"USAG Okinawa, Torii Station","<div class=""section-text""><p>Torii Station has an approximate total population of 5,068 attached, which includes: 1,670 Soldiers, 1,899 Family members, 185 Department of Army Civilians, 18 Non-Appropriated Fund employees, 811 Master Labor Contractors (local national personnel), 164 contract civilians and 321 other DoD.</p></div>",1670,1899,321,321,NA,NA,NA
OCONUS,Japan,Yokota AB,"<div class=""section-text""><p>The wing is composed of four groups, including 17 squadrons. More than 3,500 military members alongside U.S. and Japan civilian employees make up the 374th Airlift Wing work force, which supports 32 tenant units and a base populace of approximately 12,000. The wing includes the 36th Airlift Squadron, which flies the C-130J Super Hercules, and the 459th Airlift Squadron, which flies UH-1N helicopters and the C-12J Huron. In total, the wing has more than 20 aircraft.</p></div>",3500,NA,374,NA,NA,NA,NA
OCONUS,"Korea, Republic Of",Commander Fleet Activities Chinhae,"<div class=""section-text"">
<p style=""background: white; margin: 0in 0in 0pt; line-height: 150%; vertical-align: top; -ms-layout-grid-mode: char;"">Chinhae (population 192,000) is a district located in the larger city of Changwon (population 1.05 million).</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,"Korea, Republic Of",Kunsan AB,"<div class=""section-text""><ul>
<li>Military (U.S. Air Force): 2,586</li>
  <li>Military (U.S. Army): 185</li>
  <li>U.S. DoD Civilian: 26</li>
  <li>Korean Nationals: 463</li>
  <li>Family Members: 0</li>
</ul></div> <br/> <div class=""section-text"">
<p>The local population is about 700,000 in a country of 50 million.</p>
</div>",2771,NA,NA,NA,NA,NA,NA
OCONUS,"Korea, Republic Of",Osan Air Base,"<div class=""section-text"">
<ul>
<li>51 FW (Military at Osan AB) 3,597</li>
  <li>Tenant Units (Military at Osan AB) 1,999</li>
  <li>Family Members 1,500</li>
  <li>U.S. DoD and USAF Civilians 150</li>
  <li>Korean National Employees 500</li>
  <li>Retirees and Family Members 500</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>City of Osan: 194,000,  <strong>City of Songtan:110, 000</strong>,City of Pyeongtaek: <strong>427,000, Republic of Korea: 51M  </strong></p>
</div>",5596,2000,150,NA,NA,500,NA
OCONUS,"Korea, Republic Of",USAG Daegu,"<div class=""section-text"">
<p>The Daegu enclave (Camp Henry and Camp Walker) has a population of about 5,000. There are about 1,100 U.S. Army Soldiers, which comprise the largest single segment of the population. Other members of the community include Department of the Army civilian employees, contractors, Korean national employees, Korean Augmentation to the U.S. Army, or KATUSA, Soldiers, and family members. The total population of Camp Carroll is about 4,200.</p>
</div>",1100,NA,NA,NA,NA,NA,NA
OCONUS,"Korea, Republic Of",USAG Yongsan-Casey,"<div class=""section-text""><ul>
<li>Active Duty military: 3,178</li>
  <li>Civilians: 1,542</li>
  <li>Family Members: 2,473</li>
  <li>Contractors: 773</li>
  <li>Others: 2,600</li>
</ul></div> <br/> <div class=""section-text"">
<p>Seoul: 13 million</p>
</div>",3178,2473,1542,773,NA,NA,NA
OCONUS,Netherlands,United States Army Garrison BENELUX-Schinnen,"<div class=""section-text"">
<p>There are approximately 5,000 service members, Department of Defense and their family members living in and around Schinnen, the Netherlands, and the Tri-Border area who receive administrative support from USAG Benelux-Schinnen.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Netherlands,Volkel Air Base,"<div class=""section-text""><p>Our community consists of active duty and their family members and civilian contractors totaling approximately 350 people.  The active duty personnel consist of 24 different Air Force Specialties who work with the Royal Netherlands Air Force through a bi-lateral agreement or technical arrangement between the U.S. and Dutch Government. The next few sections will give you a detailed look at the community. </p></div>",NA,NA,350,350,NA,NA,NA
OCONUS,Norway,Stavanger,"<div class=""section-text""><p>We are a joint-services base with a military/dependent population of approximately 280 people. We support US Military and their dependents, civilians, exchange officers, and retirees throughout Norway to include the communities of Oslo, Bergen, Trondheim, and Bodø.</p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Puerto Rico,Fort Buchanan,"<div class=""section-text"">
<p>Fort Buchanan serves and supports Active Duty, Reserve, and National Guard soldiers, Air Force and U.S. Navy Reserve personnel, DoD civilians, veterans, retirees, and military family members. The installation also supports some 32 federal agencies stationed in Puerto Rico and the U.S. Virgin Islands.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Singapore,Singapore Area Coordinator,"<div class=""section-text""><p>Other detachments and armed forces services located in the building 7-4 terminal or elsewhere in Singapore include Commander, Logistics Group Western Pacific/Task Force 73, 497th Combat Training Squadron, U.S. Coast Guard Det Singapore, U.S. Army Veterinarian Services, U.S. Air Force, Defense Contract Management Agency (DCMA), Naval Oceanographic Office, Navy Supply Systems Command Fleet Logistics Center Yokosuka (NAVSUP), Customer Support Detachment (CSD), Ship Support Unit (SSU), Military Sealift Command Far East (MSCFE), Sealift Logistics Command, Far East (SEALOGFE), Air Mobility Squadron, Det 2, Navy Criminal Investigative Service (NCIS). In all, approximately 1180 permanently stationed personnel and their family members are eligible to receive support through SAC's services.</p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Spain,Moron AB,"<div class=""section-text""><p>Morón Air Base has a core foundation of 100+ permanent party Air Force members and Department of Defense civilians, plus another 450+ civilian contract employees.</p></div>",NA,NA,450,450,NA,NA,NA
OCONUS,Spain,Naval Station Rota,"<div class=""section-text"">
<p>Naval Station Rota and its more than 35 tenant commands comprise approximately 5,600 Americans within a 25-mile area. Of those, nearly 2,768 are active duty representing all services; 2,349 are family members and 496 are U.S. civilian employees. Additionally, there are some 300 U.S. military retirees in the area.</p>
</div>",2349,496,496,NA,300,NA,NA
OCONUS,Turkey,Incirlik AB,"<div class=""section-text""><p>Incirlik is home to approximately 1,465 military members. DoD and other civilians combine for a strength of 365 for a total population of 1,830.</p></div>",1465,NA,NA,NA,NA,NA,NA
OCONUS,Turkey,Izmir AS,"<div class=""section-text"">
<p>Izmir provides services to service members from 16 of 19 NATO member countries.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,United Kingdom,"RAF Alconbury, RAF Molesworth","<div class=""section-text"">
<p>We are a joint-services base with a military population of approximately 6,000 including family members. </p>
</div>",6000,6000,NA,NA,NA,NA,NA
OCONUS,United Kingdom,"RAF Croughton, RAF Fairford",<div />,NA,NA,NA,NA,NA,NA,NA
OCONUS,United Kingdom,RAF Lakenheath,"<div class=""section-text"">
<p>RAF Lakenheath consists of approximately 5,500 active-duty military members, 2,700 British and U.S. civilians, and includes geographically separated units at nearby RAF Feltwell.</p>
</div>",5500,NA,2700,NA,NA,NA,NA
OCONUS,United Kingdom,RAF Mildenhall,"<div class=""section-text""><ul>
<li>Approx 3,000 United States military members</li>
  <li>Approx 900 Civilians</li>
  <li>Approx 3,000 Family members</li>
</ul></div> <br/> <div class=""section-text"">
<p>East Anglia is made up of the counties of Cambridgeshire, Essex, Norfolk and Suffolk. The region has a population of 3.7 million.</p>
</div>",3000,3000,900,NA,NA,NA,NA
